x-axis,1
second,Volt
0.632816,1.445199,
0.633317,1.462988,
0.633817,1.440961,
0.634317,1.416497,
0.634817,1.481641,
0.635318,1.443725,
0.635818,1.442910,
0.636318,1.462726,
0.636818,1.422126,
0.637319,1.458646,
0.637819,1.428750,
0.638319,1.432264,
0.638819,1.450689,
0.639320,1.415190,
0.639820,1.476752,
0.640320,1.460983,
0.640820,1.474820,
0.641321,1.470860,
0.641821,1.428516,
0.642321,1.456955,
0.642821,1.480066,
0.643322,1.477767,
0.643822,1.476459,
0.644322,1.444000,
0.644822,1.484601,
0.645323,1.485913,
0.645823,1.508658,
0.646323,1.494713,
0.646823,1.467321,
0.647324,1.441627,
0.647824,1.497465,
0.648324,1.422556,
0.648824,1.485024,
0.649325,1.466296,
0.649825,1.491698,
0.650325,1.487722,
0.650825,1.480009,
0.651326,1.432790,
0.651826,1.479433,
0.652326,1.494805,
0.652826,1.449534,
0.653327,1.509587,
0.653827,1.496518,
0.654327,1.480782,
0.654827,1.488395,
0.655328,1.481683,
0.655828,1.528360,
0.656328,1.505637,
0.656828,1.543128,
0.657329,1.503928,
0.657829,1.526966,
0.658329,1.486981,
0.658829,1.493448,
0.659330,1.560087,
0.659830,1.537331,
0.660330,1.560179,
0.660830,1.533295,
0.661331,1.504284,
0.661831,1.549716,
0.662331,1.521983,
0.662831,1.520148,
0.663332,1.494441,
0.663832,1.506830,
0.664332,1.524818,
0.664832,1.529844,
0.665333,1.528590,
0.665833,1.558000,
0.666333,1.499494,
0.666833,1.523471,
0.667334,1.535436,
0.667834,1.601892,
0.668334,1.529995,
0.668834,1.551204,
0.669335,1.554332,
0.669835,1.557238,
0.670335,1.580715,
0.670835,1.567516,
0.671336,1.563566,
0.671836,1.579423,
0.672336,1.550703,
0.672836,1.561664,
0.673337,1.588010,
0.673837,1.581213,
0.674337,1.583436,
0.674837,1.557564,
0.675338,1.601849,
0.675838,1.567573,
0.676338,1.603820,
0.676838,1.566994,
0.677339,1.583720,
0.677839,1.572235,
0.678339,1.561082,
0.678839,1.568199,
0.679340,1.600354,
0.679840,1.564337,
0.680340,1.610640,
0.680840,1.602479,
0.681341,1.529545,
0.681841,1.568565,
0.682341,1.578440,
0.682841,1.610570,
0.683342,1.643733,
0.683842,1.574797,
0.684342,1.562009,
0.684842,1.587341,
0.685343,1.610581,
0.685843,1.602446,
0.686343,1.605270,
0.686843,1.624053,
0.687344,1.589422,
0.687844,1.609338,
0.688344,1.614382,
0.688844,1.635913,
0.689345,1.610719,
0.689845,1.585575,
0.690345,1.582096,
0.690845,1.613772,
0.691346,1.626984,
0.691846,1.637078,
0.692346,1.610961,
0.692846,1.619613,
0.693347,1.644855,
0.693847,1.638763,
0.694347,1.603346,
0.694847,1.626881,
0.695348,1.622444,
0.695848,1.617370,
0.696348,1.616098,
0.696848,1.625281,
0.697349,1.617224,
0.697849,1.604983,
0.698349,1.628468,
0.698849,1.635985,
0.699350,1.614095,
0.699850,1.618470,
0.700350,1.695098,
0.700850,1.643125,
0.701351,1.678242,
0.701851,1.635998,
0.702351,1.629892,
0.702851,1.643308,
0.703352,1.640251,
0.703852,1.675766,
0.704352,1.638334,
0.704852,1.656933,
0.705353,1.642436,
0.705853,1.698411,
0.706353,1.657159,
0.706853,1.644622,
0.707354,1.679364,
0.707854,1.715734,
0.708354,1.693416,
0.708854,1.667340,
0.709355,1.681860,
0.709855,1.688235,
0.710355,1.694484,
0.710855,1.693896,
0.711356,1.666595,
0.711856,1.674354,
0.712356,1.708374,
0.712856,1.689750,
0.713357,1.668920,
0.713857,1.689836,
0.714357,1.705447,
0.714857,1.693154,
0.715358,1.705822,
0.715858,1.725243,
0.716358,1.691952,
0.716858,1.681481,
0.717359,1.719174,
0.717859,1.687001,
0.718359,1.690009,
0.718859,1.705121,
0.719360,1.674793,
0.719860,1.716837,
0.720360,1.702307,
0.720860,1.683175,
0.721361,1.704018,
0.721861,1.715553,
0.722361,1.713704,
0.722861,1.728650,
0.723362,1.723842,
0.723862,1.730449,
0.724362,1.736286,
0.724862,1.719468,
0.725363,1.711651,
0.725863,1.726396,
0.726363,1.739859,
0.726863,1.756643,
0.727364,1.705978,
0.727864,1.737846,
0.728364,1.751155,
0.728864,1.741963,
0.729365,1.746075,
0.729865,1.741082,
0.730365,1.715484,
0.730865,1.747461,
0.731366,1.784735,
0.731866,1.737318,
0.732366,1.734461,
0.732866,1.713034,
0.733367,1.747057,
0.733867,1.762713,
0.734367,1.742964,
0.734867,1.744976,
0.735368,1.733804,
0.735868,1.704499,
0.736368,1.744693,
0.736868,1.740760,
0.737369,1.738191,
0.737869,1.753829,
0.738369,1.781958,
0.738869,1.768000,
0.739370,1.787982,
0.739870,1.794786,
0.740370,1.768276,
0.740870,1.777019,
0.741371,1.752682,
0.741871,1.783826,
0.742371,1.795576,
0.742871,1.784573,
0.743372,1.757026,
0.743872,1.808440,
0.744372,1.783478,
0.744872,1.842930,
0.745373,1.802610,
0.745873,1.784065,
0.746373,1.796178,
0.746873,1.818098,
0.747374,1.772025,
0.747874,1.803305,
0.748374,1.782579,
0.748874,1.786340,
0.749375,1.785267,
0.749875,1.816972,
0.750375,1.815652,
0.750875,1.832968,
0.751376,1.803986,
0.751876,1.821478,
0.752376,1.794223,
0.752876,1.785203,
0.753377,1.827502,
0.753877,1.794078,
0.754377,1.806078,
0.754877,1.815657,
0.755378,1.827680,
0.755878,1.819780,
0.756378,1.838957,
0.756878,1.841884,
0.757379,1.810203,
0.757879,1.794157,
0.758379,1.831225,
0.758879,1.858984,
0.759380,1.848857,
0.759880,1.812818,
0.760380,1.857641,
0.760880,1.857528,
0.761381,1.871167,
0.761881,1.837537,
0.762381,1.864949,
0.762881,1.840449,
0.763382,1.850664,
0.763882,1.856731,
0.764382,1.823810,
0.764882,1.858868,
0.765383,1.818856,
0.765883,1.822433,
0.766383,1.842886,
0.766883,1.836793,
0.767384,1.830502,
0.767884,1.869007,
0.768384,1.854703,
0.768884,1.879159,
0.769385,1.871573,
0.769885,1.873546,
0.770385,1.843522,
0.770885,1.878418,
0.771386,1.851549,
0.771886,1.841698,
0.772386,1.852660,
0.772886,1.866142,
0.773387,1.885705,
0.773887,1.837175,
0.774387,1.871000,
0.774887,1.884531,
0.775388,1.868742,
0.775888,1.853201,
0.776388,1.913417,
0.776888,1.892117,
0.777389,1.891652,
0.777889,1.854694,
0.778389,1.879647,
0.778889,1.908495,
0.779390,1.898309,
0.779890,1.902756,
0.780390,1.924990,
0.780890,1.882315,
0.781391,1.905246,
0.781891,1.891801,
0.782391,1.930949,
0.782891,1.889748,
0.783392,1.927200,
0.783892,1.887604,
0.784392,1.875041,
0.784892,1.942959,
0.785393,1.901824,
0.785893,1.913897,
0.786393,1.936290,
0.786893,1.926076,
0.787394,1.917871,
0.787894,1.964343,
0.788394,1.912669,
0.788894,1.946399,
0.789395,1.906176,
0.789895,1.894893,
0.790395,1.917407,
0.790895,1.952015,
0.791396,1.916419,
0.791896,1.951189,
0.792396,1.926909,
0.792896,1.974794,
0.793397,1.946524,
0.793897,1.927232,
0.794397,1.918793,
0.794897,1.964016,
0.795398,1.973718,
0.795898,1.975423,
0.796398,1.930180,
0.796898,1.938266,
0.797399,1.972154,
0.797899,1.954868,
0.798399,1.932290,
0.798899,1.974533,
0.799400,1.984644,
0.799900,1.922124,
0.800400,1.968575,
0.800900,1.982854,
0.801401,1.970259,
0.801901,1.984154,
0.802401,2.007989,
0.802901,1.919490,
0.803402,1.979718,
0.803902,1.952571,
0.804402,1.944602,
0.804902,1.992535,
0.805403,1.939535,
0.805903,2.011754,
0.806403,1.980038,
0.806903,1.989559,
0.807404,2.005829,
0.807904,1.987551,
0.808404,1.973905,
0.808904,2.017535,
0.809405,2.019003,
0.809905,1.970293,
0.810405,1.981236,
0.810905,2.005556,
0.811406,1.997034,
0.811906,1.987066,
0.812406,1.965845,
0.812906,2.008532,
0.813407,2.038621,
0.813907,1.980342,
0.814407,1.993885,
0.814907,2.036128,
0.815408,2.018206,
0.815908,2.000863,
0.816408,2.002882,
0.816908,2.039678,
0.817409,1.990719,
0.817909,2.009971,
0.818409,2.000666,
0.818909,1.982479,
0.819410,2.048076,
0.819910,2.031830,
0.820410,2.048767,
0.820910,2.001688,
0.821411,2.033087,
0.821911,2.025304,
0.822411,2.050796,
0.822911,2.068549,
0.823412,2.036147,
0.823912,2.036777,
0.824412,2.049675,
0.824912,2.029155,
0.825413,2.014288,
0.825913,2.023359,
0.826413,2.043942,
0.826913,2.030116,
0.827414,2.028409,
0.827914,2.087833,
0.828414,2.068742,
0.828914,2.087515,
0.829415,2.076658,
0.829915,2.058964,
0.830415,2.032742,
0.830915,2.073924,
0.831416,2.055805,
0.831916,2.051226,
0.832416,2.115808,
0.832916,2.030051,
0.833417,2.053857,
0.833917,2.077835,
0.834417,2.027080,
0.834917,2.042737,
0.835418,2.068421,
0.835918,2.071014,
0.836418,2.077961,
0.836918,2.065219,
0.837419,2.087718,
0.837919,2.068738,
0.838419,2.101165,
0.838919,2.066147,
0.839420,2.053672,
0.839920,2.120263,
0.840420,2.096968,
0.840920,2.093864,
0.841421,2.079394,
0.841921,2.108249,
0.842421,2.095005,
0.842921,2.093778,
0.843422,2.088579,
0.843922,2.088723,
0.844422,2.116736,
0.844922,2.100831,
0.845423,2.106795,
0.845923,2.087617,
0.846423,2.069805,
0.846923,2.141848,
0.847424,2.089550,
0.847924,2.116567,
0.848424,2.147237,
0.848924,2.117511,
0.849425,2.089686,
0.849925,2.124353,
0.850425,2.149835,
0.850925,2.161684,
0.851426,2.122259,
0.851926,2.144075,
0.852426,2.107657,
0.852926,2.141079,
0.853427,2.132508,
0.853927,2.124537,
0.854427,2.176162,
0.854927,2.111432,
0.855428,2.112712,
0.855928,2.159759,
0.856428,2.168122,
0.856928,2.140561,
0.857429,2.149844,
0.857929,2.182640,
0.858429,2.159720,
0.858929,2.123463,
0.859430,2.121480,
0.859930,2.174725,
0.860430,2.159980,
0.860930,2.195678,
0.861431,2.155736,
0.861931,2.155624,
0.862431,2.113935,
0.862931,2.153284,
0.863432,2.163256,
0.863932,2.174080,
0.864432,2.165946,
0.864932,2.159098,
0.865433,2.205936,
0.865933,2.155927,
0.866433,2.184359,
0.866933,2.191234,
0.867434,2.165174,
0.867934,2.166759,
0.868434,2.199698,
0.868934,2.201590,
0.869435,2.165708,
0.869935,2.190797,
0.870435,2.174151,
0.870935,2.179423,
0.871436,2.174653,
0.871936,2.196137,
0.872436,2.228388,
0.872936,2.196021,
0.873437,2.166297,
0.873937,2.214805,
0.874437,2.181899,
0.874937,2.188645,
0.875438,2.198371,
0.875938,2.209561,
0.876438,2.234256,
0.876938,2.215841,
0.877439,2.215827,
0.877939,2.188490,
0.878439,2.223409,
0.878939,2.218578,
0.879440,2.201943,
0.879940,2.187917,
0.880440,2.223703,
0.880940,2.225028,
0.881441,2.213199,
0.881941,2.227667,
0.882441,2.223673,
0.882941,2.203754,
0.883442,2.272676,
0.883942,2.270124,
0.884442,2.220934,
0.884942,2.263437,
0.885443,2.227536,
0.885943,2.240295,
0.886443,2.301459,
0.886943,2.195195,
0.887444,2.284547,
0.887944,2.220937,
0.888444,2.217724,
0.888944,2.277627,
0.889445,2.258463,
0.889945,2.249366,
0.890445,2.243285,
0.890945,2.254985,
0.891446,2.249960,
0.891946,2.245622,
0.892446,2.248711,
0.892946,2.263644,
0.893447,2.270059,
0.893947,2.260548,
0.894447,2.252653,
0.894947,2.237593,
0.895448,2.288275,
0.895948,2.265832,
0.896448,2.258677,
0.896948,2.293243,
0.897449,2.290714,
0.897949,2.294680,
0.898449,2.272739,
0.898949,2.274305,
0.899450,2.283862,
0.899950,2.282856,
0.900450,2.280190,
0.900950,2.245292,
0.901451,2.305256,
0.901951,2.277171,
0.902451,2.289492,
0.902951,2.256875,
0.903452,2.260239,
0.903952,2.298384,
0.904452,2.278698,
0.904952,2.277642,
0.905453,2.333637,
0.905953,2.320333,
0.906453,2.282564,
0.906953,2.284937,
0.907454,2.294137,
0.907954,2.312045,
0.908454,2.315181,
0.908954,2.313677,
0.909455,2.317545,
0.909955,2.343307,
0.910455,2.280987,
0.910955,2.296501,
0.911456,2.301974,
0.911956,2.330096,
0.912456,2.314778,
0.912956,2.359028,
0.913457,2.297372,
0.913957,2.343641,
0.914457,2.315075,
0.914957,2.305419,
0.915458,2.324104,
0.915958,2.299838,
0.916458,2.341962,
0.916958,2.335502,
0.917459,2.350708,
0.917959,2.354677,
0.918459,2.346856,
0.918959,2.360104,
0.919460,2.340862,
0.919960,2.338308,
0.920460,2.359337,
0.920960,2.332987,
0.921461,2.353859,
0.921961,2.322593,
0.922461,2.332666,
0.922961,2.361810,
0.923462,2.363512,
0.923962,2.334126,
0.924462,2.337103,
0.924962,2.353484,
0.925463,2.380395,
0.925963,2.363707,
0.926463,2.358348,
0.926963,2.375666,
0.927464,2.343247,
0.927964,2.388565,
0.928464,2.331264,
0.928964,2.374366,
0.929465,2.357194,
0.929965,2.394814,
0.930465,2.403449,
0.930965,2.401373,
0.931466,2.366156,
0.931966,2.388530,
0.932466,2.376136,
0.932966,2.415830,
0.933467,2.382976,
0.933967,2.404902,
0.934467,2.397418,
0.934967,2.426696,
0.935468,2.400472,
0.935968,2.369149,
0.936468,2.401787,
0.936968,2.389056,
0.937469,2.406906,
0.937969,2.417850,
0.938469,2.435987,
0.938969,2.400183,
0.939470,2.401130,
0.939970,2.385194,
0.940470,2.378882,
0.940970,2.420952,
0.941471,2.425237,
0.941971,2.420280,
0.942471,2.401428,
0.942971,2.402694,
0.943472,2.419524,
0.943972,2.397773,
0.944472,2.371615,
0.944972,2.416380,
0.945473,2.402759,
0.945973,2.417823,
0.946473,2.429497,
0.946973,2.425813,
0.947474,2.426393,
0.947974,2.431131,
0.948474,2.431790,
0.948974,2.437904,
0.949475,2.446891,
0.949975,2.446969,
0.950475,2.451222,
0.950975,2.473385,
0.951476,2.462500,
0.951976,2.474308,
0.952476,2.417899,
0.952976,2.482865,
0.953477,2.468667,
0.953977,2.428297,
0.954477,2.404786,
0.954977,2.465606,
0.955478,2.459663,
0.955978,2.488937,
0.956478,2.427393,
0.956978,2.478328,
0.957479,2.441203,
0.957979,2.467537,
0.958479,2.465443,
0.958979,2.468013,
0.959480,2.468958,
0.959980,2.442537,
0.960480,2.448604,
0.960980,2.509685,
0.961481,2.483022,
0.961981,2.468098,
0.962481,2.474394,
0.962981,2.469268,
0.963482,2.477538,
0.963982,2.474024,
0.964482,2.480331,
0.964982,2.476958,
0.965483,2.501620,
0.965983,2.485015,
0.966483,2.496405,
0.966983,2.481332,
0.967484,2.510535,
0.967984,2.456856,
0.968484,2.506417,
0.968984,2.501104,
0.969485,2.472545,
0.969985,2.522605,
0.970485,2.509267,
0.970985,2.508446,
0.971486,2.515795,
0.971986,2.526936,
0.972486,2.545604,
0.972986,2.500467,
0.973487,2.535854,
0.973987,2.515772,
0.974487,2.500678,
0.974987,2.507718,
0.975488,2.519031,
0.975988,2.497729,
0.976488,2.523378,
0.976988,2.508156,
0.977489,2.517927,
0.977989,2.552406,
0.978489,2.541493,
0.978989,2.526915,
0.979490,2.568224,
0.979990,2.536505,
0.980490,2.560027,
0.980990,2.531897,
0.981491,2.556644,
0.981991,2.546973,
0.982491,2.539593,
0.982991,2.549063,
0.983492,2.510883,
0.983992,2.527965,
0.984492,2.577629,
0.984992,2.581915,
0.985493,2.540860,
0.985993,2.562228,
0.986493,2.556003,
0.986993,2.566715,
0.987494,2.566096,
0.987994,2.610406,
0.988494,2.561083,
0.988994,2.534113,
0.989495,2.578160,
0.989995,2.552390,
0.990495,2.577658,
0.990995,2.588811,
0.991496,2.550739,
0.991996,2.557202,
0.992496,2.534535,
0.992996,2.600761,
0.993497,2.619891,
0.993997,2.546917,
0.994497,2.577801,
0.994997,2.583295,
0.995498,2.580195,
0.995998,2.591964,
0.996498,2.600966,
0.996998,2.607891,
0.997499,2.564852,
0.997999,2.591307,
0.998499,2.595516,
0.998999,2.589878,
0.999500,2.606971,
1.000000,2.623176,
